code,name,quality_score,grade,report_text_chars,report_evidence,keyword_count,news_count,shortlist_score,priority_score,latest_filing,latest_report,warnings
039740,한국정보공학,92.0,투자심의 사용 가능,404790,100,1,26,49.3,48.8,20260526,단일판매ㆍ공급계약체결              ,사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
079170,한창산업,92.0,투자심의 사용 가능,204236,100,1,8,41.5,38.5,20260515,분기보고서 (2026.03),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
002680,한탑,92.0,투자심의 사용 가능,516996,100,1,13,28.4,42.5,20260616,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
308100,형지글로벌,92.0,투자심의 사용 가능,407312,100,1,24,44.8,55.0,20260515,분기보고서 (2026.03),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
290270,휴네시온,92.0,투자심의 사용 가능,409580,100,1,30,38.8,46.1,20260515,분기보고서 (2026.03),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
353190,휴럼,92.0,투자심의 사용 가능,563509,100,0,10,27.1,45.3,20260601,주요사항보고서(자기주식취득결정),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
115160,휴맥스,92.0,투자심의 사용 가능,816079,100,1,30,34.0,46.7,20260514,분기보고서 (2026.03),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
028080,휴맥스홀딩스,92.0,투자심의 사용 가능,574083,100,1,30,45.8,56.4,20260521,[기재정정]주식등의대량보유상황보고서(약식),사업 키워드가 부족해 TL/르네스 시너지 판정이 흔들릴 수 있습니다.
131220,대한과학,93.0,투자심의 사용 가능,422318,100,3,1,57.7,58.5,20260515,분기보고서 (2026.03),
060900,에이전트AI,93.0,투자심의 사용 가능,668203,100,3,2,36.8,54.5,20260615,전환사채(해외전환사채포함)발행후만기전사채취득              (제33회차),
056730,CNT85,100.0,투자심의 사용 가능,347297,100,5,7,48.4,61.0,20260604,주주총회소집공고,
065770,CS,100.0,투자심의 사용 가능,399511,100,2,27,24.3,45.1,20260601,대표이사변경              ,
083660,CSA 코스믹,100.0,투자심의 사용 가능,390180,100,2,22,29.1,49.3,20260611,불성실공시법인지정              (공시변경),
418620,E8,100.0,투자심의 사용 가능,474862,100,4,15,58.8,71.3,20260616,기타경영사항(자율공시)              (국책과제 선정(개인 맞춤형 잡곡 추천 및 취사 최적화를 위한 AI 기반 스마트 밥솥 시스템 개발)),
101000,KS인더스트리,100.0,투자심의 사용 가능,455734,100,2,29,32.9,53.4,20260617,[기재정정]주주총회소집결의              (임시주주총회),
024940,PN풍년,100.0,투자심의 사용 가능,401530,100,2,12,50.1,47.1,20260515,분기보고서 (2026.03),
091340,S&K폴리텍,100.0,투자심의 사용 가능,498204,100,7,21,72.1,77.9,20260611,주요사항보고서(유형자산양도결정),
006050,국영지앤엠,100.0,투자심의 사용 가능,298840,100,3,30,56.1,60.7,20260612,주주명부폐쇄기간또는기준일설정              ,
060480,국일신동,100.0,투자심의 사용 가능,232363,100,3,15,46.9,44.2,20260515,분기보고서 (2026.03),
019660,글로본,100.0,투자심의 사용 가능,257095,100,5,30,45.8,66.0,20260526,단일판매ㆍ공급계약체결              ,
247660,나노씨엠에스,100.0,투자심의 사용 가능,524964,100,6,17,73.7,77.3,20260514,분기보고서 (2026.03),
091970,나노캠텍,100.0,투자심의 사용 가능,859132,100,5,30,52.8,70.2,20260615,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등              ,
405920,나라셀라,100.0,투자심의 사용 가능,494591,100,3,19,61.4,62.4,20260604,임원ㆍ주요주주특정증권등소유상황보고서,
106520,노블엠앤비,100.0,투자심의 사용 가능,583339,100,2,30,27.8,43.8,20260515,분기보고서 (2026.03),
069140,누리플랜,100.0,투자심의 사용 가능,499987,100,2,29,47.3,50.7,20260514,주식등의대량보유상황보고서(일반),
060260,뉴보텍,100.0,투자심의 사용 가능,414553,100,5,27,68.2,73.4,20260612,[기재정정]대표이사변경              ,
123840,뉴온,100.0,투자심의 사용 가능,661155,100,6,20,48.4,66.7,20260605,주식등의대량보유상황보고서(일반),
012340,뉴인텍,100.0,투자심의 사용 가능,425450,100,2,30,41.4,52.7,20260615,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,
154040,다산솔루에타,100.0,투자심의 사용 가능,295898,100,3,30,66.7,74.7,20260610,증권발행결과(자율공시)              ,
020400,대동금속,100.0,투자심의 사용 가능,229285,100,2,30,41.4,51.9,20260611,주요사항보고서(자기주식취득신탁계약체결결정),
224060,더코디,100.0,투자심의 사용 가능,546007,100,5,30,56.0,67.2,20260601,전환가액의조정              (제9회차),
043090,더테크놀로지,100.0,투자심의 사용 가능,579371,100,4,5,46.2,63.3,20260515,분기보고서 (2026.03),
060380,동양에스텍,100.0,투자심의 사용 가능,431990,100,4,18,64.7,58.2,20260515,분기보고서 (2026.03),
023790,동일스틸럭스,100.0,투자심의 사용 가능,421548,100,2,30,28.6,51.5,20260526,임원ㆍ주요주주특정증권등소유상황보고서,
030350,드래곤플라이,100.0,투자심의 사용 가능,498419,100,3,30,34.0,58.1,20260528,기타시장안내              (개선계획서 제출),
362990,드림인사이트,100.0,투자심의 사용 가능,433924,100,2,9,42.5,50.8,20260515,분기보고서 (2026.03),
310870,디와이씨,100.0,투자심의 사용 가능,535242,100,3,30,61.0,65.8,20260616,[기재정정]주요사항보고서(자기주식취득신탁계약체결결정),
113810,디젠스,100.0,투자심의 사용 가능,505351,100,4,30,60.2,54.7,20260604,임시주주총회결과              ,
043360,디지아이,100.0,투자심의 사용 가능,367690,100,2,25,46.0,57.6,20260608,주식등의대량보유상황보고서(일반),
317120,라닉스,100.0,투자심의 사용 가능,524644,100,2,30,39.1,57.7,20260616,전환가액의조정              ,
300120,라온피플,100.0,투자심의 사용 가능,550502,100,2,23,44.7,56.7,20260612,주주총회소집공고,
214610,롤링스톤,100.0,투자심의 사용 가능,508039,100,2,30,33.4,52.6,20260617,주식등의대량보유상황보고서(약식),
016100,리더스코스메틱,100.0,투자심의 사용 가능,547378,100,4,30,61.0,75.8,20260515,분기보고서 (2026.03),
073570,리튬포어스,100.0,투자심의 사용 가능,309903,100,4,30,47.6,65.8,20260526,금전대여결정              (대여기간 연장),
193250,링크드,100.0,투자심의 사용 가능,567223,100,2,30,47.7,64.9,20260605,주요사항보고서(타법인주식및출자증권양도결정),
014100,메디앙스,100.0,투자심의 사용 가능,370943,100,2,29,48.8,51.9,20260615,주식등의대량보유상황보고서(일반),
054180,메디콕스,100.0,투자심의 사용 가능,516754,100,5,30,43.9,62.0,20260515,분기보고서 (2026.03),
142760,모아라이프플러스,100.0,투자심의 사용 가능,567208,100,2,29,52.9,68.8,20260617,[첨부정정]주요사항보고서(전환사채권발행결정),
001810,무림SP,100.0,투자심의 사용 가능,490787,100,2,20,52.9,52.9,20260515,분기보고서 (2026.03),
279600,미디어젠,100.0,투자심의 사용 가능,305026,100,2,30,35.9,54.3,20260514,분기보고서 (2026.03),
188040,바이오포트,100.0,투자심의 사용 가능,426868,100,2,11,50.2,56.0,20260601,주요사항보고서(자기주식취득결정),
032980,바이온,100.0,투자심의 사용 가능,522762,100,6,29,47.6,69.2,20260515,기타시장안내              (상장적격성 실질심사 사유 추가 관련 절차 미진행),
177350,베셀,100.0,투자심의 사용 가능,465210,100,5,4,67.8,79.0,20260616,[기재정정]주식병합결정              ,
457600,벡트,100.0,투자심의 사용 가능,523387,100,2,10,49.3,57.6,20260515,분기보고서 (2026.03),
424760,벨로크,100.0,투자심의 사용 가능,374312,100,2,30,40.4,54.6,20260526,주식등의대량보유상황보고서(일반),
226340,본느,100.0,투자심의 사용 가능,569570,100,4,9,47.9,53.1,20260526,주권매매거래정지해제              (액면병합 주권 변경상장),
008470,부스타,100.0,투자심의 사용 가능,549713,100,3,22,56.6,60.1,20260615,주요사항보고서(자기주식처분결정),
054220,비츠로시스,100.0,투자심의 사용 가능,407761,100,2,30,31.6,51.3,20260616,대표이사변경              ,
050090,비케이홀딩스,100.0,투자심의 사용 가능,193077,100,2,23,50.8,65.4,20260616,기타시장안내(관리종목지정우려종목)              (시가총액 150억원 미달),
009620,삼보산업,100.0,투자심의 사용 가능,596226,100,3,29,51.6,69.5,20260616,기타시장안내(관리종목지정우려종목)              (시가총액 150억원 미달),
361670,삼영에스앤씨,100.0,투자심의 사용 가능,342151,100,2,28,48.0,59.5,20260616,임원ㆍ주요주주특정증권등소유상황보고서,
054090,삼진엘앤디,100.0,투자심의 사용 가능,433925,100,2,30,54.3,59.7,20260611,[기재정정]주요사항보고서(자기주식취득신탁계약체결결정),
027580,상보,100.0,투자심의 사용 가능,364436,100,4,19,54.3,67.8,20260527,주식등의대량보유상황보고서(일반),
080470,성창오토텍,100.0,투자심의 사용 가능,483215,100,2,30,50.3,47.5,20260515,분기보고서 (2026.03),
053060,세동,100.0,투자심의 사용 가능,424912,100,3,3,59.2,61.9,20260616,주식등의대량보유상황보고서(일반),
067770,세진티에스,100.0,투자심의 사용 가능,377337,100,3,20,54.8,52.2,20260514,분기보고서 (2026.03),
352770,셀레스트라,100.0,투자심의 사용 가능,787996,100,2,30,29.7,49.9,20260611,[기재정정]회생절차개시결정              ,
032680,소프트센,100.0,투자심의 사용 가능,494330,100,2,30,48.8,60.9,20260605,주요사항보고서(유상증자결정),
084180,수성웹툰,100.0,투자심의 사용 가능,525662,100,4,27,62.7,71.2,20260612,[기재정정]주요사항보고서(유상증자결정),
276040,스코넥,100.0,투자심의 사용 가능,686603,100,2,30,28.5,51.5,20260610,전환가액의조정              (제6회차),
060240,스타코링크,100.0,투자심의 사용 가능,534618,100,3,29,33.4,54.2,20260515,분기보고서 (2026.03),
115570,스타플렉스,100.0,투자심의 사용 가능,437934,100,3,11,50.7,45.6,20260515,분기보고서 (2026.03),
415380,스튜디오삼익,100.0,투자심의 사용 가능,300382,100,3,9,47.6,53.3,20260617,임원ㆍ주요주주특정증권등소유상황보고서,
017000,신원종합개발,100.0,투자심의 사용 가능,359636,100,4,16,61.3,58.4,20260611,[기재정정]단일판매ㆍ공급계약체결(자율공시)              ,
138070,신진에스엠,100.0,투자심의 사용 가능,484721,100,3,15,60.5,56.3,20260615,신규시설투자등              ,
115530,씨엔플러스,100.0,투자심의 사용 가능,402627,100,3,30,31.9,51.5,20260522,주권매매거래정지해제              (액면병합 주권 변경상장),
115480,씨유메디칼,100.0,투자심의 사용 가능,465356,100,2,30,44.8,57.2,20260519,주권매매거래정지해제              (액면병합 주권 변경상장),
227610,아우딘퓨쳐스,100.0,투자심의 사용 가능,524594,100,2,30,35.8,54.0,20260608,[기재정정]주요사항보고서(전환사채권발행결정),
368600,아이씨에이치,100.0,투자심의 사용 가능,489950,100,5,30,73.8,75.7,20260526,전환청구권행사              (제4회차),
038880,아이에이,100.0,투자심의 사용 가능,535368,100,3,30,38.9,54.6,20260605,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",
101390,아이엠,100.0,투자심의 사용 가능,470620,100,4,30,50.0,68.2,20260515,기타시장안내              (상장적격성 실질심사 사유 추가 관련 절차 미진행),
090150,아이윈,100.0,투자심의 사용 가능,405318,100,2,30,58.2,61.8,20260617,주식등의대량보유상황보고서(일반),
123750,알톤,100.0,투자심의 사용 가능,415249,100,4,11,58.9,72.5,20260601,임원ㆍ주요주주특정증권등거래계획보고서,
109960,앱토크롬,100.0,투자심의 사용 가능,491982,100,3,30,35.8,57.5,20260612,임원ㆍ주요주주특정증권등거래계획철회보고서,
270520,앱튼,100.0,투자심의 사용 가능,745703,100,5,27,52.5,68.0,20260611,[기재정정]주주총회소집결의              (임시주주총회),
121890,에스디시스템,100.0,투자심의 사용 가능,294903,100,3,7,36.1,51.9,20260602,[기재정정]주주총회소집결의              (임시주주총회),
065420,에스아이리소스,100.0,투자심의 사용 가능,278488,100,2,30,26.1,44.2,20260615,불성실공시법인지정예고              (공시불이행),
306040,에스제이그룹,100.0,투자심의 사용 가능,462458,100,3,29,55.2,59.1,20260616,자기주식처분결과보고서,
050760,에스폴리텍,100.0,투자심의 사용 가능,406880,100,2,30,54.8,53.4,20260515,분기보고서 (2026.03),
096690,에이루트,100.0,투자심의 사용 가능,675085,100,6,29,49.1,64.9,20260615,주요사항보고서(유상증자결정),
312610,에이에프더블류,100.0,투자심의 사용 가능,297861,100,2,30,52.0,57.7,20260515,분기보고서 (2026.03),
097780,에코볼트,100.0,투자심의 사용 가능,600005,100,3,30,41.4,59.2,20260616,임시주주총회결과              ,
038870,에코심플렉스,100.0,투자심의 사용 가능,435881,100,3,8,53.7,63.4,20260609,주식등의대량보유상황보고서(일반),
054940,엑사이엔씨,100.0,투자심의 사용 가능,505607,100,3,30,59.2,58.8,20260601,주주총회소집결의              (임시주주총회),
373110,엑셀세라퓨틱스,100.0,투자심의 사용 가능,413894,100,3,30,39.5,59.7,20260515,분기보고서 (2026.03),
069920,엑시온그룹,100.0,투자심의 사용 가능,706608,100,6,30,65.5,77.4,20260611,불성실공시법인지정예고              (공시번복),
354200,엔젠바이오,100.0,투자심의 사용 가능,962472,100,2,30,40.1,60.2,20260609,임시주주총회결과              ,
048830,엔피케이,100.0,투자심의 사용 가능,308883,100,4,15,58.2,61.3,20260612,임원ㆍ주요주주특정증권등소유상황보고서,
096870,엘디티,100.0,투자심의 사용 가능,266858,100,2,30,44.5,55.9,20260527,주요사항보고서(소송등의제기),
432980,엠에프씨,100.0,투자심의 사용 가능,342232,100,4,30,56.9,62.9,20260615,주요사항보고서(자기주식취득결정),
250930,예선테크,100.0,투자심의 사용 가능,381260,100,4,26,61.5,69.5,20260617,임시주주총회결과              ,
052300,오션인더블유,100.0,투자심의 사용 가능,495311,100,2,29,33.3,54.2,20260519,주권매매거래정지해제              (감자 및 액면분할 주권 변경상장),
342870,오아,100.0,투자심의 사용 가능,543162,100,2,12,46.0,54.8,20260605,임시주주총회결과              ,
368970,오에스피,100.0,투자심의 사용 가능,573686,100,2,28,40.1,55.9,20260616,[첨부추가]주요사항보고서(유상증자결정),
353590,오토앤,100.0,투자심의 사용 가능,576514,100,5,21,69.4,80.2,20260608,임원ㆍ주요주주특정증권등소유상황보고서,
037400,우리엔터프라이즈,100.0,투자심의 사용 가능,593786,100,3,8,58.4,65.8,20260608,주주명부폐쇄기간또는기준일설정              ,
076080,웰크론한텍,100.0,투자심의 사용 가능,718595,100,6,30,69.4,70.7,20260612,주식등의대량보유상황보고서(일반),
043590,웰킵스하이텍,100.0,투자심의 사용 가능,349471,100,2,30,41.1,54.7,20260609,임원ㆍ주요주주특정증권등소유상황보고서,
196700,웹스,100.0,투자심의 사용 가능,385387,100,4,4,58.1,53.4,20260515,분기보고서 (2026.03),
038620,위즈코프,100.0,투자심의 사용 가능,427089,100,2,17,43.8,52.1,20260611,임원ㆍ주요주주특정증권등거래계획보고서,
192390,윈하이텍,100.0,투자심의 사용 가능,621882,100,3,17,41.5,46.2,20260602,주요사항보고서(자기주식취득신탁계약체결결정),
335870,윙스풋,100.0,투자심의 사용 가능,345438,100,3,24,48.6,62.0,20260610,주주명부폐쇄기간또는기준일설정              ,
389680,유디엠텍,100.0,투자심의 사용 가능,396993,100,2,30,40.0,50.7,20260610,단일판매ㆍ공급계약체결              ,
069330,유아이디,100.0,투자심의 사용 가능,389169,100,3,30,51.8,59.2,20260518,[기재정정]증권발행결과(자율공시)              ,
240600,유진테크놀로지,100.0,투자심의 사용 가능,328964,100,3,24,48.1,52.0,20260521,임시주주총회결과              ,
191410,육일씨엔에쓰,100.0,투자심의 사용 가능,585777,100,5,30,73.0,68.4,20260515,분기보고서 (2026.03),
146060,율촌,100.0,투자심의 사용 가능,438328,100,3,8,54.9,55.6,20260616,[기재정정]대표이사변경              ,
344860,이노진,100.0,투자심의 사용 가능,278051,100,3,30,52.1,56.8,20260519,주요사항보고서(자기주식취득결정),
009730,이렘,100.0,투자심의 사용 가능,399833,100,3,26,41.1,59.9,20260616,정정신고서제출요구( 2026.06.05. 제출 증권신고서(지분증권) ),
083470,이엠앤아이,100.0,투자심의 사용 가능,422693,100,6,27,50.1,67.8,20260610,소송등의판결ㆍ결정              (주주총회소집허가-취하),
088290,이원컴포텍,100.0,투자심의 사용 가능,660436,100,2,30,30.1,53.9,20260527,주권매매거래정지해제              (액면병합 주권 변경상장),
377330,이지트로닉스,100.0,투자심의 사용 가능,467749,100,2,30,50.6,61.8,20260605,주주총회소집공고,
079950,인베니아,100.0,투자심의 사용 가능,380745,100,2,30,47.9,61.0,20260514,분기보고서 (2026.03),
254120,자비스,100.0,투자심의 사용 가능,566947,100,3,30,55.4,67.1,20260529,주식매수선택권부여에관한신고,
110020,전진바이오팜,100.0,투자심의 사용 가능,279092,100,6,24,61.7,71.9,20260615,임원ㆍ주요주주특정증권등소유상황보고서,
033050,제이엠아이,100.0,투자심의 사용 가능,443944,100,2,14,53.4,57.0,20260604,금전대여결정              (대여기간 연장),
060230,제이케이시냅스,100.0,투자심의 사용 가능,774496,100,5,30,61.9,72.4,20260616,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",
309930,조이웍스앤코,100.0,투자심의 사용 가능,502596,100,2,30,42.2,58.5,20260617,[기재정정]주주명부폐쇄기간또는기준일설정              ,
018700,졸스,100.0,투자심의 사용 가능,404546,100,3,4,52.7,62.0,20260529,전환가액의조정              (제35회차),
303030,지니틱스,100.0,투자심의 사용 가능,269214,100,3,30,47.8,63.0,20260515,분기보고서 (2026.03),
065060,지엔코,100.0,투자심의 사용 가능,769572,100,4,29,41.4,56.2,20260616,주식등의대량보유상황보고서(일반),
285800,진영,100.0,투자심의 사용 가능,401590,100,7,10,73.2,76.2,20260515,분기보고서 (2026.03),
313760,캐리,100.0,투자심의 사용 가능,739046,100,6,26,55.4,73.4,20260601,[기재정정]파산신청기각              ,
900310,컬러레이,100.0,투자심의 사용 가능,384488,100,2,28,32.2,44.0,20260609,주권매매거래정지해제              (주식병합(무액면주식) 주권 변경상장),
079190,케스피온,100.0,투자심의 사용 가능,444909,100,4,30,59.8,70.5,20260616,임시주주총회결과              ,
038530,케이바이오랩스,100.0,투자심의 사용 가능,451500,100,2,19,28.9,46.1,20260515,[기재정정]분기보고서 (2026.03),
431190,케이쓰리아이,100.0,투자심의 사용 가능,535265,100,2,30,45.7,54.1,20260527,[기재정정]주식매수선택권부여에관한신고,
225430,케이엠제약,100.0,투자심의 사용 가능,635829,100,4,30,42.3,57.1,20260611,주식등의대량보유상황보고서(일반),
106080,케이이엠텍,100.0,투자심의 사용 가능,364171,100,3,30,37.9,59.9,20260610,[기재정정]주주총회소집결의              (임시주주총회),
455180,케이지에이,100.0,투자심의 사용 가능,423816,100,3,30,47.5,62.3,20260615,임원ㆍ주요주주특정증권등소유상황보고서,
042040,케이피엠테크,100.0,투자심의 사용 가능,592927,100,4,30,50.4,67.9,20260608,[기재정정]감자완료              ,
054410,케이피티유,100.0,투자심의 사용 가능,279097,100,3,7,50.4,45.5,20260515,분기보고서 (2026.03),
080530,코디,100.0,투자심의 사용 가능,481595,100,4,14,58.3,67.6,20260615,임원ㆍ주요주주특정증권등소유상황보고서,
121850,코이즈,100.0,투자심의 사용 가능,434885,100,8,30,64.8,82.0,20260615,기업설명회(IR)개최              ,
051780,큐로홀딩스,100.0,투자심의 사용 가능,631529,100,3,30,40.9,59.4,20260612,특수관계인으로부터자금차입,
200230,텔콘RF제약,100.0,투자심의 사용 가능,642607,100,2,29,49.9,68.0,20260610,주식등의대량보유상황보고서(약식),
079970,투비소프트,100.0,투자심의 사용 가능,587697,100,2,30,32.1,52.6,20260617,소송등의제기ㆍ신청(경영권분쟁소송)              (회계장부 열람등사 가처분),
043220,티에스넥스젠,100.0,투자심의 사용 가능,576110,100,3,30,32.8,57.5,20260609,주권매매거래정지              (투자자 보호),
131100,티엔엔터테인먼트,100.0,투자심의 사용 가능,332638,100,6,15,77.0,82.3,20260604,주주명부폐쇄기간또는기준일설정              ,
130740,티피씨글로벌,100.0,투자심의 사용 가능,456286,100,2,27,51.2,54.1,20260601,주요사항보고서(자기주식취득신탁계약체결결정),
177830,파버나인,100.0,투자심의 사용 가능,648840,100,3,23,62.5,69.2,20260615,전환가액의조정              ,
049120,파인디앤씨,100.0,투자심의 사용 가능,648352,100,2,30,47.6,62.8,20260616,공개매수설명서,
131760,파인텍,100.0,투자심의 사용 가능,546098,100,3,30,40.5,54.9,20260602,임원ㆍ주요주주특정증권등소유상황보고서,
032800,판타지오,100.0,투자심의 사용 가능,476590,100,2,30,49.0,63.1,20260615,주주명부폐쇄기간또는기준일설정              ,
225590,패션플랫폼,100.0,투자심의 사용 가능,456444,100,2,8,44.8,46.7,20260617,수시공시의무관련사항(공정공시)              (주주가치 제고를 위한 중장기 주주환원정책 안내),
377220,프롬바이오,100.0,투자심의 사용 가능,364530,100,2,30,46.6,59.3,20260611,단기차입금증가결정              ,
304840,피플바이오,100.0,투자심의 사용 가능,544164,100,2,15,29.2,47.7,20260609,주주명부폐쇄기간또는기준일설정              ,
347770,핌스,100.0,투자심의 사용 가능,419365,100,4,13,64.3,72.2,20260604,주식등의대량보유상황보고서(일반),
417180,핑거스토리,100.0,투자심의 사용 가능,477630,100,2,28,47.2,62.5,20260519,주권매매거래정지해제              (액면병합 주권 변경상장),
080720,한국유니온제약,100.0,투자심의 사용 가능,544299,100,2,26,33.9,57.1,20260616,[기재정정]주요사항보고서(유상증자결정),
101680,한국정밀기계,100.0,투자심의 사용 가능,305314,100,2,30,43.2,48.7,20260609,임원ㆍ주요주주특정증권등소유상황보고서,
007770,한일화학,100.0,투자심의 사용 가능,373834,100,7,11,64.9,60.7,20260515,분기보고서 (2026.03),
058450,한주에이알티,100.0,투자심의 사용 가능,490262,100,4,30,38.5,59.3,20260615,[기재정정]주주총회소집결의              (임시주주총회),
900270,헝셩그룹,100.0,투자심의 사용 가능,297683,100,3,28,50.8,70.3,20260604,전환청구권행사              (제3회차),
011080,형지I&C,100.0,투자심의 사용 가능,388563,100,2,28,46.2,60.8,20260602,권리락              (유상증자),
078590,휴림에이텍,100.0,투자심의 사용 가능,372079,100,4,30,38.1,54.1,20260610,주식등의대량보유상황보고서(일반),
238490,힘스,100.0,투자심의 사용 가능,339752,100,2,10,47.7,56.2,20260612,[기재정정]주요사항보고서(유형자산양수결정),
